umowa_id,numer_umowy,kontrahent_id,data_podpisania,data_rozpoczecia,data_zakonczenia,wartosc,waluta,status,opiekun
2569,UM/2023/02569,864,2023-03-23,2023-04-06,2023-01-25,118581.13,PLN,w przygotowaniu,Kacper Hennig
2570,UM/2025/02570,950,2025-05-15,2025-05-15,2026-05-20,36583.37,PLN,zakończona,Ryszard Królikiewicz
2571,UM/2022/02571,1978,2022-12-19,2022-12-30,2025-08-14,463793.39,PLN,aktywna,Cyprian Kuciel
2572,UM/2022/02572,231,2022-11-25,2022-12-14,2026-03-03,488949.0,PLN,w przygotowaniu,Franciszek Matraszek
2573,UM/2023/02573,1292,2023-03-14,2023-03-19,2023-12-08,31787.22,PLN,w przygotowaniu,Borys Drobek
2574,UM/2024/02574,179,2024-04-28,2024-05-01,2025-03-02,346378.68,PLN,aktywna,Tola Szczap
2575,UM/2023/02575,887,2023-02-02,2023-02-08,2024-11-12,18891.23,PLN,aktywna,Daniel Pindor
2576,UM/2024/02576,219,2024-10-12,2024-10-30,2028-02-06,294140.95,PLN,aktywna,Krzysztof Kręcisz
2577,UM/2026/02577,169,2026-02-08,2026-02-26,2027-10-29,419563.86,PLN,w przygotowaniu,Urszula Pawełko
2578,UM/2021/02578,1970,2021-08-20,2021-09-01,2022-03-22,252408.7,PLN,w przygotowaniu,Sandra Galik
2579,UM/2024/02579,1531,2024-06-25,2024-07-05,2026-12-15,261187.68,zł,zakończona,Igor Patrzałek
2580,UM/2022/02580,1440,2022-06-01,2022-06-06,2023-08-03,424912.54,PLN,zakończona,Kornelia Brząkała
2581,UM/2023/02581,1441,2023-09-16,2023-09-30,2026-12-03,168449.71,PLN,w przygotowaniu,Robert Klama
2582,UM/2023/02582,1277,2023-12-26,2023-12-30,2025-11-19,291076.88,PLN,zakończona,Krystian Buchholz
2583,UM/2024/02583,95,2024-04-27,2024-04-29,2026-06-26,301898.37,PLN,aktywna,pani Marika Klemczak
2584,UM/2026/02584,535,2026-01-11,2026-01-24,2028-04-29,412538.43,pln,zakończona,Mikołaj Holc
2585,UM/2024/02585,564,2024-12-17,2024-12-22,2026-10-15,381753.27,PLN,aktywna,Apolonia Startek
2586,UM/2022/02586,1579,2022-01-22,2022-01-23,2024-09-08,306943.57,zł,zakończona,Janina Pacholczak
2587,UM/2022/02587,2086,2022-07-12,2022-07-15,2023-11-07,487784.59,PLN,w przygotowaniu,pani Justyna Prażmo
2588,UM/2024/02588,311,2024-08-08,2024-08-17,2027-05-25,91632.12,PLN,aktywna,Elżbieta Dukat
2589,UM/2025/02589,1304,2025-08-14,2025-08-28,2027-02-24,440710.68,PLN,zakończona,Andrzej Młynarz
2590,UM/2025/02590,493,2025-01-13,2025-01-18,2026-07-13,127470.81,PLN,zakończona,Robert Stebel
2591,UM/2024/02591,2120,2024-10-30,2024-11-11,2026-06-26,355888.19,PLN,aktywna,Leonard Krzysztofek
2592,UM/2023/02592,939,2023-08-28,2023-08-30,2024-09-23,460017.7,PLN,zakończona,pani Nicole Misiurek
2593,UM/2025/02593,836,2025-02-15,2025-02-21,2027-05-11,365931.42,PLN,aktywna,Sandra Suszka
2594,UM/2025/02594,1979,2025-01-22,2025-02-05,2027-01-05,325439.17,PLN,aktywna,pani Eliza Uzar
2595,UM/2021/02595,1312,2021-11-10,2021-11-27,2024-08-02,178662.88,PLN,aktywna,Bruno Drozda
2596,UM/2024/02596,1459,2024-01-29,2024-02-07,2026-10-06,461970.06,PLN,w przygotowaniu,Aurelia Krzyżostaniak
2597,UM/2026/02597,278,2025-12-26,2026-01-06,2028-06-09,338254.43,zł,w przygotowaniu,pani Roksana Brodowicz
2598,UM/2024/02598,898,2024-09-12,2024-10-02,2027-09-29,15237.81,pln,aktywna,Aleks Januszewicz
2599,UM/2025/02599,2090,2025-07-11,2025-07-21,2028-07-21,499733.18,PLN,aktywna,Ewa Pogorzelec
2600,UM/2023/02600,2195,2023-01-03,2023-01-23,2027-01-22,432214.55,PLN,w przygotowaniu,pani Angelika Karkut
2601,UM/2024/02601,1673,2024-06-13,2024-06-30,2025-11-10,234263.42,PLN,aktywna,Sylwia Niedojadło
2602,UM/2025/02602,1885,2025-01-11,2025-01-21,2025-06-03,12768.0,PLN,zakończona,pani Julianna Wielgo
2603,UM/2021/02603,1422,2021-12-19,2021-12-30,2022-10-19,182542.73,PLN,aktywna,Hubert Kopiczko
2604,UM/2021/02604,1225,2021-09-30,2021-10-19,,313168.89,PLN,aktywna,Michał Opyrchał
2605,UM/2024/02605,1645,2024-08-28,2024-09-16,2027-11-17,436603.89,PLN,aktywna,Jeremi Nurkiewicz
2606,UM/2022/02606,113,2022-01-13,2022-01-15,2024-05-16,244511.02,PLN,w przygotowaniu,pan Hubert Lesik
2607,UM/2024/02607,517,2024-04-29,2024-05-17,2027-01-29,228659.33,PLN,aktywna,Klara Hajda
2608,UM/2026/02608,763,2026-02-20,2026-03-05,2026-11-12,253999.15,PLN,w przygotowaniu,Nicole Litwinowicz
2609,UM/2022/02609,1663,2022-03-14,2022-03-19,2024-06-15,324422.12,PLN,zakończona,pani Agnieszka Salawa
2610,UM/2022/02610,1599,2022-08-07,2022-08-08,2023-03-09,187767.23,PLN,aktywna,Ignacy Krępa
2611,UM/2025/02611,1654,2025-11-13,2025-12-02,2026-09-15,384356.49,PLN,zakończona,Kazimierz Nesterowicz
2612,UM/2023/02612,44,2023-11-14,2023-11-24,2027-07-25,133566.07,PLN,zakończona,Aurelia Ambrożewicz
2613,UM/2025/02613,1661,2025-10-17,2025-11-03,2026-12-09,393831.47,PLN,w przygotowaniu,Piotr Sito
2614,UM/2025/02614,1219,2025-11-13,2025-11-27,2026-07-12,42697.26,PLN,w przygotowaniu,Leonard Gmur
2615,UM/2021/02615,1013,2021-07-20,2021-07-25,2022-07-18,248799.55,PLN,aktywna,Julian Owsiany
2616,UM/2021/02616,1010,2021-09-22,2021-09-26,2024-08-21,170705.25,PLN,zakończona,pan Ryszard Cydzik
2617,UM/2023/02617,574,2023-08-07,2023-08-10,2027-05-07,469226.88,PLN,aktywna,Julianna Liśkiewicz
2618,UM/2026/02618,831,2026-01-31,2026-02-09,2026-07-22,254848.73,PLN ,w przygotowaniu,Kornelia Chaberek
2619,UM/2025/02619,252,2025-10-22,2025-11-01,2029-08-25,205446.59,PLN,zakończona,Mariusz Kasak
2620,UM/2026/02620,335,2026-01-01,2026-01-15,2027-06-07,69700.07,PLN,aktywna,Kajetan Kościołek
2621,UM/2025/02621,1147,2025-08-28,2025-09-09,2026-04-04,105556.28,PLN,aktywna,Julian Łapot
2622,UM/2025/02622,1583,2025-12-13,2025-12-27,2026-08-19,435901.99,PLN,w przygotowaniu,Miłosz Karczmarz
2623,UM/2021/02623,2028,2021-11-19,2021-12-06,2025-05-08,469850.14,PLN,aktywna,Urszula Cudzich
2624,UM/2023/02624,1309,2023-06-30,2023-07-09,2023-11-16,461109.91,PLN,zakończona,Karol Hutyra
2625,UM/2025/02625,448,2024-12-25,2025-01-11,2026-05-04,54195.04,PLN,aktywna,Natasza Jessa
2626,UM/2022/02626,1198,2022-05-09,2022-05-23,2024-08-25,2777.11,PLN,w przygotowaniu,Juliusz Fraś
2627,UM/2024/02627,791,2024-10-15,2024-10-23,2027-11-10,411719.62,PLN,aktywna,Mieszko Kózka
2628,UM/2023/02628,88,2023-07-15,2023-07-25,2027-06-17,139871.64,PLN,aktywna,pan Maksymilian Ochwat
2629,UM/2024/02629,1042,2024-01-14,2024-01-29,2026-08-19,55674.93,PLN,w przygotowaniu,Ida Boś
2630,UM/2026/02630,533,2026-03-11,2026-03-31,2028-08-24,294063.32,PLN,aktywna,Agnieszka Klinger
2631,UM/2023/02631,454,2023-11-01,2023-11-07,2027-03-03,44986.68,PLN,zakończona,Szymon Dębosz
2632,UM/2022/02632,1153,2022-10-28,2022-11-14,2026-07-26,325380.36,PLN,zakończona,Sylwia Szambelan
2633,UM/2026/02633,93,2026-03-06,2026-03-20,2027-03-18,382485.19,PLN,zakończona,pani Kaja Galuba
2634,UM/2025/02634,1135,2025-08-14,2025-08-24,2027-11-02,268309.83,PLN,aktywna,Anita Kinder
2635,UM/2022/02635,662,2022-07-06,2022-07-20,2023-07-15,360166.87,PLN,zakończona,Agnieszka Kochman
2636,UM/2023/00001,531,2025-05-24,2025-05-27,2025-09-05,277449.6,PLN,aktywna,pani Róża Armata
2637,UM/2023/02637,1987,2023-12-03,2023-12-07,2026-08-11,168538.55,PLN,zakończona,Witold Milewczyk
2638,UM/2024/02638,1163,2024-11-05,2024-11-13,2026-03-11,451232.76,PLN,zakończona,Antoni Katana
2639,UM/2026/02639,157,2026-07-05,2026-07-17,2027-06-23,220586.56,PLN,zakończona,Daniel Kurc
2640,UM/2025/02640,268,2025-02-24,2025-02-24,2026-03-15,425515.93,PLN,w przygotowaniu,Liwia Raźniak
2641,UM/2022/02641,1704,2022-08-14,2022-08-20,2022-12-18,362171.46,PLN,zakończona,Roksana Błasik
2642,UM/2022/02642,422,2022-09-05,2022-09-05,2025-09-02,341763.13,PLN,w przygotowaniu,Kaja Midura
2643,UM/2022/02643,1359,2022-12-15,2022-12-29,2024-03-05,437813.7,PLN,zakończona,pan Marek Saczuk
2644,UM/2023/02644,939,2023-01-12,2023-01-26,2024-05-09,491745.97,PLN,zakończona,Mikołaj Kamieniak
2645,UM/2022/02645,1869,2022-09-23,2022-09-27,2024-06-06,488839.78,PLN,w przygotowaniu,Maksymilian Maligłówka
2646,UM/2023/02646,2088,2023-11-08,2023-11-28,2027-01-26,325402.45,PLN,aktywna,Gustaw Iwańczyk
2647,UM/2022/02647,1362,2022-06-20,2022-06-27,2023-08-21,168986.76,PLN,aktywna,Apolonia Suda
2648,UM/2022/02648,1827,2022-07-22,2022-07-30,2025-05-01,325871.37,PLN,w przygotowaniu,Roksana Preuss
2649,UM/2024/02649,789,2024-10-14,2024-10-21,2025-02-03,259393.35,PLN,zakończona,Kamila Wożniak
2650,UM/2026/02650,900,2026-06-02,2026-06-17,2027-04-29,443543.59,PLN,zakończona,Inga Durlej
2651,UM/2024/02651,2012,2024-06-28,2024-07-08,2027-07-14,71051.79,PLN,aktywna,pan Fabian Szumacher
2652,UM/2025/02652,657,2025-12-23,2025-12-24,2026-09-08,17741.11,PLN,zakończona,pani Monika Różewicz
2653,UM/2021/02653,616,2021-08-11,2021-08-17,2025-06-05,331202.81,PLN,zakończona,Julian Marcińczyk
2654,UM/2022/02654,769,2022-04-14,2022-04-21,2022-10-24,339269.85,PLN,w przygotowaniu,pani Julita Twardosz
2655,UM/2023/00001,864,2024-03-12,2024-03-29,2028-01-29,151553.68,PLN,aktywna,Łukasz Gorgol
2656,UM/2023/02656,223,2023-07-24,2023-07-28,2024-01-01,49391.27,PLN,w przygotowaniu,Olgierd Machowicz
2657,UM/2025/02657,983,2025-08-04,2025-08-21,2028-03-10,99934.87,PLN,zakończona,pan Artur Dumin
2658,UM/2023/02658,1147,2023-10-31,2023-11-20,2027-04-21,377980.21,PLN,zakończona,Agnieszka Sterna
2659,UM/2026/02659,2080,2026-05-30,2026-06-11,,365640.65,PLN,zakończona,Olgierd Krzan
2660,UM/2025/02660,1965,2024-12-19,2025-01-05,2025-08-28,347670.61,PLN ,zakończona,pani Kornelia Łój
2661,UM/2026/02661,901,2026-04-12,2026-05-02,2027-03-21,448186.64,PLN,zakończona,pani Klara Dziechciarz
2662,UM/2026/02662,1314,2026-01-12,2026-01-19,2028-01-24,348433.6,PLN,w przygotowaniu,Anna Maria Fiołka
2663,UM/2023/02663,2038,2023-09-23,2023-09-29,2026-10-12,246309.39,PLN,zakończona,Filip Franc
2664,UM/2024/02664,640,2024-10-08,2024-10-25,2026-10-23,105286.2,PLN,w przygotowaniu,Rafał Materka
2665,UM/2025/02665,1614,2025-03-06,2025-03-09,2028-06-24,199383.17,PLN,zakończona,Janina Michalkiewicz
2666,UM/2023/02666,999,2023-10-11,2023-10-20,2025-05-02,93201.06,PLN,w przygotowaniu,Ewelina Sajda
2667,UM/2026/02667,335,2026-02-03,2026-02-06,2026-07-17,170245.15,PLN,w przygotowaniu,Kajetan Mudlaff
2668,UM/2022/02668,2092,2022-03-05,2022-03-10,2024-07-23,148367.84,PLN,zakończona,Stefan Szaruga
2669,UM/2024/02669,1460,2024-02-04,2024-02-12,2024-05-23,333767.85,PLN,aktywna,pani Karina Nastały
2670,UM/2021/02670,130,2021-12-01,2021-12-14,2023-08-29,186251.56,PLN,zakończona,Adrianna Żołądkiewicz
2671,UM/2024/02671,1448,2024-04-26,2024-04-29,2026-10-18,488635.97,PLN,zakończona,pan Eryk Wyskiel
2672,UM/2024/02672,1121,2024-03-18,2024-04-06,2028-02-06,445734.51,PLN,zakończona,Julianna Nagórka
2673,UM/2023/02673,1428,2023-07-20,2023-07-23,2025-01-25,100952.04,PLN,aktywna,pani Kaja Dyjas
2674,UM/2023/02674,1693,2023-01-02,2023-01-07,2025-04-24,410946.38,PLN,aktywna,Krystian Sularz
2675,UM/2022/02675,1333,2022-10-05,2022-10-18,2024-09-25,423057.16,PLN,aktywna,Kalina Sacharczuk
2676,UM/2023/02676,629,2023-06-04,2023-06-08,2026-08-30,352771.6,PLN,aktywna,Lidia Giel
2677,UM/2026/02677,1227,2026-04-05,2026-04-20,2026-11-03,201155.91,PLN,zakończona,Klara Hak
2678,UM/2023/00001,1833,2024-09-14,2024-09-27,2027-05-19,490253.23,PLN,zakończona,pan Błażej Krauz
2679,UM/2025/02679,344,2025-04-20,2025-04-25,2027-12-27,137307.5,PLN,w przygotowaniu,Angelika Wawrzeńczyk
2680,UM/2025/02680,943,2025-05-13,2025-05-22,2026-11-10,129862.47,PLN,zakończona,Przemysław Krywult
2681,UM/2023/02681,1575,2023-08-26,2023-09-13,2023-05-04,366258.95,PLN,aktywna,Maksymilian Humeniuk
2682,UM/2023/00001,614,2024-05-19,2024-05-30,2027-12-13,336450.42,PLN,w przygotowaniu,Anita Matejczyk
2683,UM/2022/02683,917,2022-01-30,2022-02-14,2023-12-22,477889.57,PLN,zakończona,Arkadiusz Opalach
2684,UM/2025/02684,654,2025-02-02,2025-02-21,2029-01-16,24798.6,PLN,aktywna,Wiktor Kaźmierczyk
2685,UM/2022/02685,1601,2021-12-26,2022-01-11,2022-09-22,211483.22,PLN,w przygotowaniu,pani Justyna Olchawa
2686,UM/2023/02686,1836,2022-12-29,2023-01-14,2024-10-04,493460.71,PLN,w przygotowaniu,pani Klara Jama
2687,UM/2024/02687,538,2024-01-31,2024-01-31,2025-06-12,229298.68,PLN,w przygotowaniu,Róża Drobnik
2688,UM/2022/02688,1655,2021-12-28,2022-01-16,2022-10-31,127375.28,PLN,aktywna,pan Stefan Gregorek
2689,UM/2025/02689,587,2025-03-30,2025-04-11,2028-08-06,376702.54,PLN,zakończona,Blanka Gabryelczyk
2690,UM/2025/02690,2066,2025-04-09,2025-04-23,2026-01-06,343574.02,PLN,w przygotowaniu,Dorota Hein
2691,UM/2022/02691,936,2022-02-23,2022-03-13,2024-05-13,278495.09,pln,zakończona,Maks Rusiniak
2692,UM/2023/02692,1437,2023-01-15,2023-01-23,2023-06-04,39545.25,PLN,aktywna,pan Ryszard Szczudło
2693,UM/2024/02693,1226,2024-10-09,2024-10-28,,267569.27,PLN,zakończona,pan Krzysztof Sidorczuk
2694,UM/2025/02694,501,2025-03-13,2025-03-28,2026-03-01,145040.17,PLN,zakończona,Krystyna Gasek
2695,UM/2022/02695,537,2021-12-29,2022-01-02,,447107.31,PLN,zakończona,Michał Kubek
2696,UM/2021/02696,1466,2021-09-17,2021-09-19,2023-08-17,492729.59,PLN,aktywna,Patryk Maras
2697,UM/2024/02697,2054,2024-06-11,2024-06-29,2026-08-01,322119.63,PLN,aktywna,Kajetan Jonik
2698,UM/2025/02698,123,2025-02-25,2025-03-14,2028-01-10,58520.55,PLN ,w przygotowaniu,Urszula Zbrzeźniak
2699,UM/2022/02699,1856,2022-11-10,2022-11-18,2025-01-23,112666.22,PLN,aktywna,Ewa Pałac
2700,UM/2024/02700,478,2024-09-03,2024-09-04,2028-02-06,15762.01,PLN,w przygotowaniu,pani Natasza Górnisiewicz
2701,UM/2026/02701,735,2026-05-28,2026-06-05,2029-12-08,201607.0,PLN,aktywna,pani Urszula Żołądź
2702,UM/2026/02702,1470,2026-07-09,2026-07-17,2027-08-19,334092.68,PLN,w przygotowaniu,Sylwia Kubów
2703,UM/2024/02703,1875,2024-10-07,2024-10-12,2028-08-12,200773.67,PLN,aktywna,Sara Mikosz
2704,UM/2022/02704,2582,2022-02-12,2022-02-13,2026-01-08,256481.95,PLN,aktywna,Apolonia Lorenz
2705,UM/2024/02705,1792,2024-08-15,2024-08-29,2027-05-06,420530.12,PLN,zakończona,Błażej Gadzała
2706,UM/2025/02706,1471,2025-04-23,2025-05-07,2026-04-26,299786.87,PLN,aktywna,pani Justyna Wakuła
2707,UM/2023/02707,189,2023-05-01,2023-05-13,2025-03-03,136159.17,PLN ,w przygotowaniu,Tymoteusz Romejko
2708,UM/2025/02708,651,2025-03-14,2025-03-21,2028-06-04,426278.75,PLN,w przygotowaniu,Julianna Nieszporek
2709,UM/2026/02709,1147,2026-04-08,2026-04-25,2029-05-14,251861.21,PLN,zakończona,Nataniel Imiołczyk
2710,UM/2023/02710,323,2023-09-29,2023-10-16,2027-07-12,359312.32,PLN,zakończona,Radosław Stoltmann
2711,UM/2023/02711,1157,2023-02-19,2023-02-21,2026-04-17,495357.06,PLN,aktywna,Aleksander Łapaj
2712,UM/2022/02712,1154,2022-05-05,2022-05-23,2023-12-21,190409.76,PLN,zakończona,Agnieszka Kołton
2713,UM/2024/02713,837,2024-11-22,2024-12-07,2028-10-14,22132.08,PLN,zakończona,pan Mariusz Morek
2714,UM/2022/02714,587,2022-05-11,2022-05-18,2025-03-22,167705.21,zł,zakończona,Grzegorz Jancewicz
2715,UM/2023/02715,1563,2023-01-25,2023-01-27,2024-06-29,56331.8,PLN,w przygotowaniu,Juliusz Zarzeczna
2716,UM/2026/02716,1943,2026-01-05,2026-01-06,2029-04-03,354002.58,PLN,zakończona,Arkadiusz Hanke
2717,UM/2022/02717,663,2022-01-30,2022-02-18,2024-10-20,253946.97,PLN,zakończona,Marcelina Dydak
2718,UM/2025/02718,1239,2025-08-15,2025-08-31,2028-01-03,246950.22,PLN,aktywna,pan Witold Kuska
2719,UM/2025/02719,1764,2025-09-04,2025-09-12,,206517.68,PLN,zakończona,Iwo Serzysko
2720,UM/2023/02720,1146,2023-08-14,2023-08-30,2027-02-14,123161.13,PLN,w przygotowaniu,Tobiasz Welenc
2721,UM/2026/02721,1444,2026-05-28,2026-06-09,2026-04-10,361506.98,PLN,aktywna,pani Natasza Wawryniuk
2722,UM/2023/02722,2061,2023-12-20,2023-12-30,2026-08-11,277395.72,PLN,zakończona,Krzysztof Zysk
2723,UM/2024/02723,1364,2024-02-01,2024-02-08,2026-10-25,366924.04,PLN,zakończona,Tola Myszor
2724,UM/2025/02724,1377,2025-01-02,2025-01-08,2027-10-17,306965.78,PLN,aktywna,Juliusz Szlaga
2725,UM/2022/02725,1601,2022-10-28,2022-10-30,2026-09-02,437376.19,PLN,w przygotowaniu,pan Piotr Broszkiewicz
2726,UM/2024/02726,516,2024-09-06,2024-09-18,2026-02-17,366031.3,PLN,aktywna,Apolonia Glapiak
2727,UM/2025/02727,1627,2025-12-12,2025-12-15,2029-03-28,316558.16,PLN,w przygotowaniu,Karol Bujas
2728,UM/2024/02728,1169,2024-01-02,2024-01-06,2027-11-11,433841.02,PLN,w przygotowaniu,Karina Miecznik
2729,UM/2022/02729,2535,2022-07-31,2022-08-14,2025-01-24,368514.63,PLN,aktywna,Kamila Gros
2730,UM/2025/02730,1852,2025-05-02,2025-05-04,,234186.19,PLN,w przygotowaniu,Sonia Michel
2731,UM/2023/02731,88,2023-12-13,2023-12-27,2026-01-14,143164.64,PLN,zakończona,Lidia Warych
2732,UM/2025/02732,601,2025-12-11,2025-12-12,2026-11-05,126417.56,PLN,zakończona,Róża Hinca
2733,UM/2023/02733,1338,2023-06-02,2023-06-14,2025-05-23,159441.23,PLN,zakończona,Aleks Wojtiuk
2734,UM/2022/02734,860,2022-10-06,2022-10-18,2025-03-15,98319.08,PLN,w przygotowaniu,Leonard Wasiewicz
2735,UM/2024/02735,465,2024-08-20,2024-08-26,2028-08-21,458302.48,PLN,aktywna,Nela Wincenciak
2736,UM/2026/02736,576,2026-01-03,2026-01-08,2029-12-19,106191.07,PLN,aktywna,Franciszek Walkusz
2737,UM/2023/02737,397,2023-02-23,2023-02-24,2024-06-02,116223.17,PLN,w przygotowaniu,Nataniel Świć
2738,UM/2025/02738,762,2025-10-05,2025-10-05,2029-03-16,151818.0,PLN,w przygotowaniu,Tobiasz Hirsch
2739,UM/2024/02739,881,2024-01-07,2024-01-22,,361795.94,PLN,aktywna,pani Karina Kopyto
2740,UM/2022/02740,823,2022-07-05,2022-07-15,2024-01-30,386269.76,PLN,w przygotowaniu,pan Andrzej Szczubełek
2741,UM/2024/02741,2025,2024-09-10,2024-09-30,2026-03-19,236104.23,PLN,w przygotowaniu,pani Apolonia Hass
2742,UM/2023/02742,29,2023-07-01,2023-07-03,2027-02-04,90185.18,PLN,aktywna,Adam Stąpor
2743,UM/2024/02743,532,2024-10-23,2024-11-11,2028-08-03,78230.13,PLN,aktywna,pan Robert Przeklasa
2744,UM/2021/02744,857,2021-11-25,2021-12-09,2023-07-01,8228.91,PLN,zakończona,Gaja Macioł
2745,UM/2023/02745,1095,2023-05-11,2023-05-11,2026-04-06,331368.61,PLN,zakończona,pan Łukasz Mizia
2746,UM/2021/02746,1216,2021-10-13,2021-11-01,2024-09-23,319616.91,PLN,aktywna,Wojciech Frycz
2747,UM/2022/02747,637,2022-10-11,2022-10-28,2026-06-15,68113.83,PLN,zakończona,Dawid Skowyra
2748,UM/2024/02748,1279,2024-10-03,2024-10-22,2027-06-04,120531.17,PLN,aktywna,Olga Mydlak
2749,UM/2025/02749,919,2025-11-20,2025-11-22,2028-07-25,120054.32,PLN,aktywna,Dominik Stypka
2750,UM/2025/02750,894,2025-05-24,2025-05-31,2025-10-07,281479.35,PLN,aktywna,Kajetan Siewert
2751,UM/2023/02751,814,2023-12-16,2023-12-28,2026-10-16,36008.97,PLN,w przygotowaniu,pan Konrad Nawrotek
2752,UM/2021/02752,2044,2021-11-14,2021-11-27,2023-09-29,39195.89,PLN,zakończona,Juliusz Kustosz
2753,UM/2026/02753,1723,2026-07-07,2026-07-09,2028-10-23,453196.75,PLN,w przygotowaniu,Janina Sobisz
2754,UM/2023/02754,442,2023-04-22,2023-05-08,2026-08-07,56492.39,PLN,aktywna,Natan Gendek
2755,UM/2021/02755,1182,2021-08-11,2021-08-15,2024-02-06,399575.35,PLN,w przygotowaniu,Przemysław Szybiak
2756,UM/2022/02756,967,2022-08-02,2022-08-04,2023-10-04,371495.49,PLN,zakończona,Kamila Warwas
2757,UM/2025/02757,1405,2025-09-06,2025-09-22,2028-10-19,494990.02,PLN,aktywna,Tymon Niedbał
2758,UM/2025/02758,603,2025-03-02,2025-03-03,2029-01-21,33061.72,PLN,aktywna,Mikołaj Pałyga
2759,UM/2025/02759,308,2025-05-15,2025-05-15,2028-10-01,240908.3,PLN,aktywna,Tobiasz Bek
2760,UM/2023/00001,2039,2022-05-12,2022-05-21,2023-06-05,498270.81,PLN,zakończona,Adrianna Białczyk
2761,UM/2024/02761,142,2024-06-17,2024-06-19,2026-01-15,312816.86,PLN,zakończona,pan Krystian Orawiec
2762,UM/2023/02762,25,2023-01-05,2023-01-21,2023-12-30,473311.06,PLN ,aktywna,Tomasz Turlej
2763,UM/2023/02763,1026,2023-04-08,2023-04-12,2025-01-12,170305.56,PLN,zakończona,pani Sylwia Osipowicz
2764,UM/2023/02764,1093,2023-02-21,2023-03-12,2024-03-19,379278.28,PLN,aktywna,pan Emil Ciochoń
2765,UM/2026/02765,2053,2026-01-21,2026-01-31,2029-02-09,274916.96,PLN,zakończona,pani Apolonia Kociemba
2766,UM/2023/00001,178,2025-09-29,2025-10-03,2028-10-19,108357.16,PLN,aktywna,Gaja Zaucha
2767,UM/2024/02767,778,2024-05-24,2024-05-26,2028-03-27,28588.19,PLN,aktywna,Monika Kubasiewicz
2768,UM/2023/02768,281,2023-08-09,2023-08-28,2026-05-13,433188.62,PLN,aktywna,pan Leon Kanik
2769,UM/2023/02769,984,2023-02-23,2023-03-13,2027-01-14,222873.17,PLN,w przygotowaniu,Eliza Dyja
2770,UM/2025/02770,983,2025-06-24,2025-07-03,2026-09-24,450236.32,PLN,aktywna,Lidia Strzyż
2771,UM/2025/02771,1233,2025-04-20,2025-04-24,2026-05-31,174750.39,PLN,zakończona,Julianna Tomal
2772,UM/2024/02772,833,2024-12-13,2024-12-16,2027-05-23,28938.93,PLN,zakończona,Patryk Matejczyk
2773,UM/2025/02773,1736,2025-10-14,2025-10-31,2026-12-17,147422.08,PLN,aktywna,Krystyna Janiuk
2774,UM/2024/02774,1918,2024-08-05,2024-08-18,2027-07-03,417128.59,PLN,w przygotowaniu,pan Szymon Moczko
2775,UM/2024/02775,359,2024-12-10,2024-12-25,2027-07-22,463209.1,PLN,w przygotowaniu,Anita Kalarus
2776,UM/2024/02776,766,2024-07-01,2024-07-19,2027-04-01,478594.99,PLN,aktywna,Paweł Hutnik
2777,UM/2025/02777,1235,2025-08-08,2025-08-13,2025-12-21,384428.47,PLN,zakończona,Kamila Łyp
2778,UM/2023/02778,361,2023-08-12,2023-08-13,2026-12-03,474656.17,PLN,w przygotowaniu,Natasza Dulik
2779,UM/2026/02779,260,2026-07-20,2026-07-21,2028-07-12,361478.71,PLN,w przygotowaniu,Sandra Krzempek
2780,UM/2025/02780,1410,2025-08-02,2025-08-20,2026-09-21,318094.92,PLN,aktywna,Wiktor Breguła
2781,UM/2021/02781,1412,2021-10-24,2021-10-27,2024-03-27,58786.6,PLN,zakończona,Inga Wiercigroch
2782,UM/2024/02782,1332,2024-09-03,2024-09-06,2025-10-30,160671.97,PLN,aktywna,Igor Gamoń
2783,UM/2026/02783,2105,2026-01-04,2026-01-04,2029-02-01,492635.22,pln,zakończona,pan Maciej Kurz
2784,UM/2024/02784,2122,2024-12-09,2024-12-20,2027-07-21,137876.5,PLN,w przygotowaniu,Krzysztof Front
2785,UM/2021/02785,177,2021-08-25,2021-09-10,,150984.13,PLN,w przygotowaniu,Tymoteusz Gierat
2786,UM/2024/02786,357,2024-10-21,2024-11-05,2026-12-19,374325.54,PLN,aktywna,pani Anita Sypień
2787,UM/2023/00001,204,2022-12-26,2023-01-04,2023-12-17,240204.61,PLN,aktywna,pani Elżbieta Leśko
2788,UM/2026/02788,1803,2026-07-02,2026-07-19,2029-09-23,271973.06,PLN,zakończona,pan Józef Knysak
2789,UM/2023/02789,1584,2023-05-25,2023-06-01,2024-05-15,81370.86,PLN,w przygotowaniu,pani Marianna Gabryel
2790,UM/2024/02790,1211,2024-06-23,2024-06-26,2026-02-26,117232.77,PLN,w przygotowaniu,pani Kaja Jakóbik
2791,UM/2022/02791,224,2022-08-15,2022-08-20,2024-09-06,341980.88,PLN,aktywna,pani Dagmara Siara
2792,UM/2021/02792,1968,2021-11-07,2021-11-22,2023-05-07,8522.38,PLN,aktywna,Eryk Masiak
2793,UM/2022/02793,1302,2022-11-06,2022-11-23,2024-05-05,70558.58,PLN,zakończona,Tymon Nieścior
2794,UM/2026/02794,1789,2026-01-20,2026-01-25,2026-06-12,234755.12,PLN ,w przygotowaniu,Artur Sierpień
2795,UM/2022/02795,1939,2022-01-07,2022-01-08,2024-05-04,447046.18,PLN,w przygotowaniu,Maurycy Szymajda
2796,UM/2022/02796,2079,2022-08-28,2022-09-09,2023-11-15,426595.95,PLN,zakończona,pan Mikołaj Ludwiniak
